name,sex,year_min,year_max,n_sum,year_pop
Everly,F,1944,2022,34424,2019
Ximena,F,1966,2022,34389,2016
Ciara,F,1972,2022,34370,2005
Ronda,F,1921,2022,34315,1965
Emery,F,1906,2022,34274,2019
Alisa,F,1945,2022,34260,1970
Lesley,F,1893,2022,34204,1980
Dorothea,F,1880,2022,34150,1920
Patrice,F,1914,2022,34056,1958
Ina,F,1880,2022,33903,1921
Lou,F,1880,2022,33902,1954
Marisol,F,1953,2022,33859,1996
Charlie,F,1881,2022,33792,2022
Rachelle,F,1911,2022,33789,1971
Antonia,F,1880,2022,33582,1996
Tia,F,1944,2022,33469,1982
Janine,F,1914,2022,33447,1960
Diamond,F,1908,2022,33369,1999
Kayleigh,F,1984,2022,33340,2009
Helene,F,1880,2022,33213,1918
Pam,F,1915,1996,33125,1959
Sienna,F,1960,2022,33091,2022
Shawn,F,1932,2022,33019,1970
Kasey,F,1950,2022,32965,1992
Kassandra,F,1945,2022,32920,1993
Mayra,F,1948,2022,32867,1987
Lea,F,1880,2022,32841,1970
Christa,F,1912,2022,32788,1986
Alayna,F,1945,2022,32663,2013
Tracie,F,1899,2022,32574,1970
Trina,F,1893,2022,32528,1970
Harmony,F,1915,2022,32523,2015
Francesca,F,1895,2022,32516,2022
Alivia,F,1952,2022,32512,2008
Dena,F,1880,2022,32385,1970
Keira,F,1962,2022,32338,2006
Asia,F,1945,2022,32150,1997
Savanna,F,1916,2022,32120,2006
Janette,F,1880,2022,32076,1953
Cleo,F,1880,2022,32058,1920
Keri,F,1946,2022,32021,1975
Ryleigh,F,1986,2022,31995,2019
Makenna,F,1982,2022,31985,2005
Fay,F,1880,2022,31939,1926
Daniella,F,1951,2022,31896,2007
Paris,F,1917,2022,31881,2004
Ashleigh,F,1966,2022,31793,1991
Fiona,F,1942,2022,31734,2017
Myrna,F,1885,2022,31680,1938
Adelaide,F,1880,2022,31660,2016
Luella,F,1880,2022,31630,1918
Evangeline,F,1881,2022,31578,2016
Elva,F,1880,2022,31573,1918
Macy,F,1885,2022,31489,2003
Gwen,F,1890,2022,31485,1959
Dina,F,1883,2022,31469,1969
Chelsey,F,1969,2022,31412,1992
Hayden,F,1969,2022,31075,2008
Clare,F,1880,2022,30630,1998
Willa,F,1880,2022,30613,2019
Talia,F,1960,2022,30610,2015
Shayla,F,1950,2022,30567,1999
Katelynn,F,1979,2022,30456,1998
Cameron,F,1914,2022,30331,1999
Julianne,F,1912,2022,30310,1989
Latasha,F,1959,2022,30211,1981
Elsa,F,1880,2022,29955,2014
Cherie,F,1910,2022,29931,1970
Cathleen,F,1896,2022,29892,1958
Debora,F,1915,2022,29858,1957
Marley,F,1937,2022,29846,2008
Norah,F,1880,2022,29784,2017
Eugenia,F,1880,2022,29766,1921
Haylee,F,1968,2022,29687,2009
Ola,F,1880,2022,29603,1921
Shana,F,1937,2022,29546,1984
Francis,F,1880,2022,29522,1919
Randi,F,1931,2022,29521,1982
Angelique,F,1915,2022,29483,1970
Polly,F,1880,2022,29442,1964
Leanne,F,1929,2022,29421,1969
Kali,F,1957,2022,29412,2019
Jewell,F,1880,2022,29403,1920
Logan,F,1972,2022,29387,2017
Izabella,F,1987,2022,29347,2010
Alyson,F,1944,2022,29174,1990
Brenna,F,1946,2022,29076,1995
Aniyah,F,1991,2022,29034,2009
Ayla,F,1963,2022,29034,2022
Camryn,F,1974,2022,29002,1999
Lara,F,1887,2022,28984,1969
Jayne,F,1895,2022,28916,1957
Arielle,F,1962,2022,28892,1991
Alta,F,1880,2022,28846,1918
Hillary,F,1922,2022,28826,1992
Harley,F,1916,2022,28683,2017
Elaina,F,1941,2022,28618,2022
Malia,F,1919,2022,28616,2009
Tania,F,1918,2022,28561,1993
Heaven,F,1971,2022,28525,2006
Joni,F,1930,2022,28511,1956
Karin,F,1907,2022,28501,1970
Adalynn,F,1996,2022,28466,2018
Candy,F,1896,2022,28414,1970
Lorna,F,1885,2022,28383,1957
Tiana,F,1950,2022,28361,1998
Carissa,F,1949,2022,28296,1992
Shanna,F,1931,2022,28261,1978
Leola,F,1880,2022,28068,1920
Emerson,F,1993,2022,28037,2017
Shauna,F,1938,2022,28033,1979
Rosetta,F,1880,2022,28024,1948
Eve,F,1880,2022,27894,2017
Imogene,F,1880,2022,27700,1927
Camilla,F,1880,2022,27527,2019
Presley,F,1977,2022,27496,2014
Brynn,F,1943,2022,27474,2011
Cierra,F,1978,2022,27459,1998
Raelynn,F,1947,2022,27450,2022
Jodie,F,1882,2022,27321,1970
Nell,F,1880,2022,27208,1917
Ingrid,F,1897,2022,27087,1967
Sondra,F,1912,2021,27059,1942
Elvira,F,1880,2022,26951,1920
Greta,F,1885,2022,26894,1967
Adalyn,F,1908,2022,26842,2015
Luz,F,1886,2022,26842,1999
Simone,F,1908,2022,26728,1988
Rosalind,F,1888,2022,26692,1965
Selma,F,1880,2022,26684,1918
Kailey,F,1970,2022,26677,2004
Teagan,F,1979,2022,26558,2016
Lexi,F,1948,2022,26503,2014
Ryan,F,1959,2022,26388,2018
Catalina,F,1893,2022,26368,2022
Skyler,F,1975,2022,26330,2000
Emilie,F,1880,2022,26133,2003
Susanne,F,1881,2022,26060,1949
Imani,F,1970,2022,26046,1998
Rhoda,F,1880,2022,25895,1926
Glenna,F,1880,2022,25609,1951
Nannie,F,1880,1991,25560,1920
Margo,F,1905,2022,25549,1954
Kiana,F,1962,2022,25544,1996
Trudy,F,1896,2022,25544,1947
Colette,F,1892,2022,25530,2022
Parker,F,1970,2022,25514,2021
Jenifer,F,1933,2022,25502,1974
Taryn,F,1953,2022,25502,1985
Staci,F,1950,2022,25470,1971
Winnie,F,1880,2022,25412,1919
Frieda,F,1880,2022,25393,1916
Lizbeth,F,1924,2022,25340,2002
Clarice,F,1880,2022,25334,1921
Audra,F,1887,2022,25281,1967
Blanca,F,1910,2022,25198,1990
Nola,F,1880,2022,25174,2020
Julissa,F,1964,2022,25149,2006
Kenya,F,1952,2022,25078,1973
Leanna,F,1880,2022,25069,1990
Ashlynn,F,1964,2022,25028,2010
Viviana,F,1908,2022,24628,2022
Sage,F,1963,2022,24610,2022
Maribel,F,1906,2022,24474,1980
Sidney,F,1880,2022,24435,2000
Aisha,F,1950,2022,24303,1977
Chasity,F,1970,2022,24280,1976
Londyn,F,1989,2022,24264,2014
Leann,F,1925,2022,24250,1969
Tatum,F,1966,2022,24153,2022
Alanna,F,1930,2022,24122,2007
Nia,F,1951,2022,24120,2000
Hilary,F,1914,2022,24048,1990
Jeannine,F,1914,2022,24043,1929
Carmela,F,1882,2022,23954,1923
Bobbi,F,1932,2022,23932,1971
Lia,F,1933,2022,23916,2018
Paola,F,1950,2022,23850,2006
Nyla,F,1915,2022,23778,2021
Jeanine,F,1916,2022,23775,1960
Arya,F,1986,2022,23769,2019
Ila,F,1880,2022,23767,1925
Arabella,F,1881,2022,23685,2014
James,F,1880,2022,23679,1928
Bridgette,F,1943,2022,23650,1970
Emilee,F,1916,2022,23638,2003
Tiara,F,1957,2022,23594,1995
India,F,1880,2022,23512,2001
Deana,F,1905,2022,23425,1970
Ericka,F,1945,2022,23273,1971
Raegan,F,1963,2022,23199,2019
Kamryn,F,1974,2022,23145,2008
Larissa,F,1946,2022,23092,1994
Jimmie,F,1880,2021,22989,1934
Chris,F,1914,2022,22937,1961
Bettye,F,1883,1998,22920,1933
Maritza,F,1945,2022,22917,2005
Rae,F,1880,2022,22896,1956
Tamika,F,1951,2021,22753,1975
Lenore,F,1880,2022,22701,1926
Alessandra,F,1943,2022,22613,2015
Jeri,F,1918,2022,22608,1957
Darcy,F,1917,2022,22585,1970
Mara,F,1892,2022,22499,2021
Rosalyn,F,1899,2022,22480,1955
Robbie,F,1880,2022,22412,1957
Angelia,F,1912,2022,22381,1966
Madalyn,F,1899,2022,22360,2008
Skye,F,1952,2022,22335,2014
Sheena,F,1943,2022,22333,1984
Danna,F,1916,2022,22248,2010
Tonia,F,1917,2020,22180,1970
Ophelia,F,1880,2022,22172,2022
Keisha,F,1961,2022,22090,1977
Maddison,F,1985,2022,22060,2009
Lorie,F,1908,2022,21937,1963
Cornelia,F,1880,2022,21931,1921
Bernadine,F,1882,2021,21915,1924
Abbie,F,1880,2022,21878,2003
Dale,F,1887,2021,21875,1952
Michael,F,1897,2022,21826,1986
Emely,F,1912,2022,21815,2008
Flossie,F,1880,2020,21803,1919
Jayden,F,1989,2022,21795,2007
Virgie,F,1880,2022,21795,1918
Rene,F,1885,2022,21791,1962
Latonya,F,1951,2022,21758,1974
John,F,1880,2022,21730,1927
Amara,F,1961,2022,21726,2022
Ruthie,F,1880,2022,21670,1927
Marcy,F,1915,2022,21660,1971
Cadence,F,1974,2022,21652,2007
Noemi,F,1915,2022,21626,2008
Elma,F,1880,2022,21613,1918
Nayeli,F,1977,2022,21591,2001
Harriett,F,1880,2022,21583,1920
Lauryn,F,1952,2022,21546,1999
Kaylie,F,1968,2022,21544,2006
Amie,F,1880,2022,21516,1976
Cali,F,1959,2022,21492,2014
Elliana,F,1986,2022,21491,2021
Macie,F,1882,2022,21447,2011
Jami,F,1946,2022,21446,1977
Mavis,F,1893,2022,21435,1927
Rylie,F,1983,2022,21429,2008
Madilyn,F,1924,2022,21354,2008
Elnora,F,1880,2022,21286,1924
Ladonna,F,1903,2021,21227,1964
Malinda,F,1880,2022,21227,1969
Elinor,F,1880,2022,21180,1920
Kiera,F,1963,2022,21134,2007
Neva,F,1880,2022,21063,1920
Gemma,F,1904,2022,21026,2021
Baylee,F,1980,2022,20927,1997
Aspen,F,1973,2022,20912,2022
Christi,F,1940,2022,20898,1974
Yasmin,F,1949,2022,20865,2006
Adelyn,F,1899,2022,20796,2015
Louisa,F,1880,2022,20790,2021
Octavia,F,1880,2022,20764,2021
Susana,F,1881,2022,20749,1993
Sarai,F,1953,2022,20726,2007
Katy,F,1880,2022,20723,1987
Corrine,F,1880,2022,20718,1926
Silvia,F,1884,2022,20712,1991
Jayda,F,1963,2022,20591,2009
Lilliana,F,1955,2022,20502,2013
Kassidy,F,1975,2022,20487,2000
Brianne,F,1947,2022,20389,1979
Cecile,F,1880,2022,20360,1918
Dorthy,F,1885,2022,20310,1927
Perla,F,1918,2022,20287,2003
Maeve,F,1940,2022,20270,2022
Elyse,F,1913,2022,20232,1987
Dolly,F,1880,2022,20220,1926
Maci,F,1973,2022,20201,2011
Devon,F,1926,2022,20169,1991
Finley,F,1989,2022,20161,2017
Carmella,F,1891,2022,20148,1922
Esperanza,F,1903,2022,20135,2000
Nelda,F,1884,2022,20118,1938
Robert,F,1880,2022,20110,1929
Nathalie,F,1881,2022,20098,2009
Noreen,F,1892,2022,20032,1948
Lacy,F,1880,2022,20028,1982
Kenzie,F,1970,2022,19996,2014
Sybil,F,1881,2022,19915,1921
Gale,F,1893,2019,19901,1957
Karissa,F,1961,2022,19895,1991
Mikaela,F,1966,2022,19864,1997
Christian,F,1886,2022,19772,1992
Terrie,F,1918,2022,19726,1961
Lilah,F,1884,2022,19711,2022
Maura,F,1903,2022,19629,1964
Samara,F,1949,2022,19596,2018
Kyleigh,F,1978,2022,19533,2011
Susanna,F,1880,2022,19424,1958
Miracle,F,1960,2022,19409,2016
Tabatha,F,1965,2022,19375,1983
Bryanna,F,1959,2022,19343,1998
Ashton,F,1976,2022,19338,1989
Lyric,F,1945,2022,19324,2014
Kelsie,F,1908,2022,19313,1993
Tanisha,F,1967,2022,19280,1982
Gia,F,1957,2022,19251,2022
Dollie,F,1880,2022,19202,1921
Precious,F,1897,2022,19195,2001
Vivienne,F,1895,2022,19184,2015
Araceli,F,1939,2022,19158,2002
Dulce,F,1914,2022,19144,2007
Letha,F,1880,2020,19137,1918
Amira,F,1963,2022,19122,2022
Paulina,F,1880,2022,19061,2002
Kiley,F,1958,2022,18989,2008
Melisa,F,1948,2022,18948,1979
Ainsley,F,1961,2022,18944,2014
Kaylin,F,1953,2022,18874,2008
Dona,F,1880,2017,18839,1954
Lilian,F,1880,2022,18832,2007
Margot,F,1894,2022,18823,2021
Magdalena,F,1880,2022,18818,2007
Annmarie,F,1915,2022,18813,1969
Itzel,F,1977,2022,18790,2005
Annika,F,1961,2022,18785,2003
Blair,F,1914,2022,18776,2022
Claudette,F,1915,2022,18759,1935
Sloane,F,1958,2022,18743,2022
Selina,F,1880,2022,18697,1995
Lupe,F,1885,2022,18605,1927
Alexus,F,1982,2022,18582,1996
Melina,F,1883,2022,18571,2009
Kinley,F,1979,2022,18550,2012
Valarie,F,1910,2022,18545,1964
Chanel,F,1955,2022,18519,1991
Rowan,F,1942,2022,18481,2018
Liana,F,1929,2022,18470,2021
Belle,F,1880,2022,18464,1915
Latisha,F,1948,2022,18396,1979
Evie,F,1880,2022,18384,2022
Amari,F,1980,2022,18382,2019
Katlyn,F,1979,2022,18377,1995
Brynlee,F,1995,2022,18362,2019
Haven,F,1920,2022,18329,2021
Fernanda,F,1914,2022,18304,2009
Roxie,F,1880,2022,18299,1918
Eleanore,F,1880,2022,18298,1921
Hollie,F,1886,2022,18265,1983
Anya,F,1943,2022,18238,2007
Rhea,F,1882,2022,18212,2022
Juana,F,1880,2022,18185,1994
Roslyn,F,1891,2022,18171,1956
Journey,F,1981,2022,18152,2018
Odessa,F,1880,2022,18129,1920
Justice,F,1972,2022,18125,1995
Pearlie,F,1880,2015,18123,1937
Beatriz,F,1894,2022,18043,1990
Gay,F,1886,1982,17985,1959
Martina,F,1880,2022,17955,1964
Lina,F,1880,2022,17901,2022
Saundra,F,1925,2017,17850,1947
Ilene,F,1891,2022,17772,1950
Mina,F,1880,2022,17758,2021
Joselyn,F,1933,2022,17698,2007
Elissa,F,1914,2022,17631,1979
Kimberlee,F,1947,2022,17619,1970
Janae,F,1939,2022,17591,2000
Arline,F,1883,2022,17584,1924
Tommie,F,1880,2022,17582,1943
Marianna,F,1883,2022,17506,2006
Althea,F,1880,2022,17482,1956
Abbey,F,1917,2022,17442,1999
Alyce,F,1880,2022,17413,1921
Ariella,F,1967,2022,17411,2020
Myla,F,1913,2022,17400,2022
Anahi,F,1976,2022,17390,2006
Aniya,F,1979,2022,17389,2007
Thea,F,1880,2022,17360,2018
Lorrie,F,1917,2022,17315,1961
Jerry,F,1899,2017,17314,1943
Libby,F,1881,2022,17313,2009
Marta,F,1888,2022,17287,1957
Devin,F,1952,2022,17282,1991
Liza,F,1880,2022,17277,1973
Chandra,F,1935,2019,17273,1975
Elle,F,1977,2022,17221,2019
Loraine,F,1883,2022,17212,1922
Avis,F,1880,2022,17194,1920
Tyler,F,1928,2022,17158,1993
Madelynn,F,1920,2022,17134,2009
Jeanie,F,1882,2022,17098,1957
Reyna,F,1913,2022,17070,2021
Magnolia,F,1880,2022,17028,2021
Kamila,F,1963,2022,16949,2022
Kaydence,F,2002,2022,16945,2009
Cortney,F,1963,2021,16918,1990
Consuelo,F,1890,2022,16908,1928
Amiyah,F,1994,2022,16885,2016
Nanette,F,1892,2022,16877,1957
Suzette,F,1912,2022,16874,1964
Zara,F,1896,2022,16859,2022
Sharron,F,1918,2018,16856,1943
Charlee,F,1914,2022,16840,2019
Nicolette,F,1914,2022,16804,1994
Deirdre,F,1921,2022,16803,1961
Jacklyn,F,1913,2022,16788,1987
Madisyn,F,1986,2022,16781,2010
Zelma,F,1880,2022,16775,1919
Ember,F,1946,2022,16764,2022
Mariam,F,1882,2022,16759,2016
Carley,F,1921,2022,16732,1998
Nona,F,1880,2022,16663,1950
Remi,F,1963,2022,16644,2022
Destinee,F,1973,2022,16605,1999
Felicity,F,1935,2022,16572,2017
Earline,F,1889,1995,16524,1927
Augusta,F,1880,2022,16449,1915
Lavonne,F,1900,2019,16441,1935
Addyson,F,1990,2022,16373,2010
Georgina,F,1880,2022,16359,2022
Amina,F,1943,2022,16307,2017
Cathryn,F,1882,2022,16291,1956
Kaitlynn,F,1982,2022,16282,1999
Emersyn,F,1998,2022,16261,2022
Blake,F,1951,2022,16204,2021
Lexie,F,1886,2022,16190,2010
Lorelei,F,1916,2022,16158,2016
Mari,F,1897,2022,16150,1957
Maia,F,1950,2022,16118,2022
Danica,F,1916,2022,16111,2007
Deja,F,1962,2022,16081,1996
Earnestine,F,1889,2001,16072,1944
Regan,F,1946,2022,16070,2001
Shayna,F,1957,2022,16065,1991
Bria,F,1973,2022,16059,1993
Carina,F,1914,2022,16054,1995
Kaleigh,F,1980,2022,16038,2001
William,F,1880,2022,16007,1928
Graciela,F,1916,2022,16004,1998
Kaia,F,1955,2022,15966,2022
Hailee,F,1979,2022,15951,2003
Anika,F,1961,2022,15927,2006
Gillian,F,1922,2022,15906,1999
Marlee,F,1915,2022,15858,2008
Janna,F,1912,2022,15849,1979
Jazlyn,F,1981,2022,15844,2008
Dee,F,1880,2012,15832,1961
Roseann,F,1905,2022,15829,1943
Brandie,F,1956,2022,15826,1982
Reva,F,1883,2022,15824,1921
Ester,F,1881,2022,15821,1925
Scarlet,F,1939,2022,15819,2015
Margery,F,1880,2022,15784,1921
Queen,F,1880,2022,15772,2018
Corina,F,1886,2022,15771,1992
Casandra,F,1940,2022,15749,1990
Ayanna,F,1971,2022,15748,2003
Rosella,F,1880,2022,15747,1924
Chrystal,F,1894,2022,15736,1982
Eddie,F,1880,2022,15732,1922
Cristal,F,1947,2022,15723,1991
Kathrine,F,1880,2022,15722,1956
Janell,F,1914,2022,15657,1979
Zelda,F,1880,2022,15621,2020
Aurelia,F,1880,2022,15604,2022
Shania,F,1970,2022,15575,1996
Lelia,F,1880,2022,15572,1919
Minerva,F,1880,2022,15568,1955
Aleah,F,1961,2022,15554,2011
Adrian,F,1911,2022,15548,1983
Kierra,F,1975,2022,15514,1995
Anaya,F,1978,2022,15502,2016
Marcie,F,1897,2022,15498,1971
Jerri,F,1924,2022,15486,1957
Luann,F,1921,2022,15482,1954
Everleigh,F,2008,2022,15474,2020
Bailee,F,1982,2022,15461,2000
Celina,F,1880,2022,15445,1994
Edwina,F,1881,2022,15444,1943
Melany,F,1942,2022,15421,2007
Estrella,F,1914,2022,15406,2005
Dahlia,F,1890,2022,15391,2022
Blakely,F,1969,2022,15390,2021
Rosalinda,F,1914,2022,15355,2000
Charmaine,F,1913,2022,15348,1952
Jimena,F,1966,2022,15310,2016
Jaqueline,F,1923,2022,15302,2000
Joelle,F,1918,2022,15286,2017
Cheyanne,F,1956,2022,15252,1999
Princess,F,1895,2022,15242,2006
River,F,1988,2022,15209,2022
Halle,F,1948,2022,15201,2002
Carlene,F,1895,2022,15200,1955
Leia,F,1949,2022,15200,2022
Terra,F,1940,2022,15190,1980
Tillie,F,1880,2022,15189,1915
Lynnette,F,1902,2022,15178,1964
Kaelyn,F,1959,2022,15169,2009
Katheryn,F,1880,2022,15087,1990
Kathie,F,1918,2020,15086,1954
Sawyer,F,1986,2022,15085,2018
Dylan,F,1967,2022,15062,2017
Isabell,F,1880,2022,15023,2006
Stephany,F,1910,2022,14994,1990
Annalise,F,1965,2022,14979,2016
Marietta,F,1880,2022,14950,1921
Chantel,F,1957,2022,14934,1990
Rhiannon,F,1974,2022,14932,1999
Tiffani,F,1962,2022,14900,1981
Alena,F,1891,2022,14885,2015
Tierra,F,1964,2022,14863,1993
Deanne,F,1919,2021,14852,1962
Thalia,F,1885,2022,14835,1993
Jannie,F,1880,2021,14819,1924
Amalia,F,1880,2022,14815,2021
Carlie,F,1883,2022,14809,2004
Noel,F,1909,2022,14791,1987
Lesly,F,1936,2022,14756,2003
Merle,F,1880,2004,14718,1921
Rosanne,F,1907,2022,14717,1954
Ursula,F,1881,2022,14717,1967
Kiersten,F,1963,2022,14698,2005
Celine,F,1893,2022,14667,2022
Deidre,F,1933,2021,14655,1963
Annabel,F,1880,2022,14636,2014
Lourdes,F,1916,2022,14606,1963
Aubrie,F,1973,2022,14570,2012
Nataly,F,1966,2022,14563,2008
Aline,F,1880,2022,14555,1920
Corine,F,1880,2022,14541,1920
Tyra,F,1914,2022,14529,1998
Dallas,F,1892,2022,14528,2015
Wendi,F,1943,2021,14512,1970
Liberty,F,1912,2022,14472,2004
Annabella,F,1912,2022,14456,2014
Aylin,F,1973,2022,14436,2015
Tess,F,1889,2022,14421,1992
Rosanna,F,1880,2022,14417,1982
Dayna,F,1937,2022,14390,1988
Micaela,F,1895,2022,14347,1995
Juniper,F,1969,2022,14343,2022
Lyndsey,F,1964,2022,14336,1990
Janessa,F,1954,2022,14297,2009
Kaila,F,1964,2022,14242,1991
Kennedi,F,1989,2022,14236,2015
Nita,F,1881,2022,14235,1956
Leeann,F,1928,2022,14231,1962
Tamera,F,1940,2022,14223,1959
Hester,F,1880,2019,14216,1918
Earlene,F,1901,2007,14165,1947
Chaya,F,1947,2022,14162,2022
Haleigh,F,1978,2022,14159,2000
Concetta,F,1887,2022,14151,1924
Melva,F,1880,2017,14149,1938
Adaline,F,1880,2022,14146,2016
Elisha,F,1914,2022,14133,1980
Karyn,F,1932,2020,14129,1964
Petra,F,1881,2022,14096,1927
Freya,F,1931,2022,14088,2022
Lessie,F,1880,2008,14065,1916
Journee,F,1986,2022,14057,2021
Adelina,F,1884,2022,14043,2022
Meaghan,F,1955,2020,14035,1986
Jayme,F,1938,2022,14013,1985
Renae,F,1925,2022,14010,1970
Dayana,F,1970,2022,13953,2008
Marci,F,1938,2022,13936,1971
Gracelyn,F,1924,2022,13931,2018
Kori,F,1953,2022,13912,2016
Tammi,F,1950,2013,13883,1968
Edythe,F,1880,2022,13856,1918
Phoenix,F,1970,2022,13845,2020
Kailyn,F,1981,2022,13809,2011
Chelsie,F,1936,2022,13798,1992
Kourtney,F,1964,2022,13794,1990
Maliyah,F,1994,2022,13792,2009
Jaelyn,F,1963,2022,13789,2008
Maryanne,F,1910,2022,13763,1960
Roselyn,F,1894,2022,13757,2018
Tamra,F,1937,2019,13710,1959
Bertie,F,1880,2022,13696,1928
Rebeca,F,1888,2022,13662,2003
Raelyn,F,1949,2022,13651,2016
Josefina,F,1887,2022,13645,1930
Benita,F,1889,2022,13634,1961
Maryjane,F,1889,2022,13615,2009
Deena,F,1910,2022,13584,1970
Alani,F,1978,2022,13582,2022
Lainey,F,1968,2022,13567,2022
Sheree,F,1935,2016,13549,1956
Kris,F,1940,2022,13544,1965
Louella,F,1880,2022,13520,1932
Jaden,F,1982,2022,13514,2003
Kaley,F,1967,2022,13513,2003
Stevie,F,1925,2022,13504,2022
Birdie,F,1880,2022,13484,2022
Luisa,F,1882,2022,13476,2022
Adela,F,1880,2022,13459,2015
Luciana,F,1897,2022,13447,2018
Lilia,F,1884,2022,13431,2007
Madge,F,1880,2016,13430,1920
Skyla,F,1959,2022,13403,2012
Hunter,F,1902,2022,13398,1998
Georgette,F,1888,2022,13352,1948
Dalia,F,1913,2022,13336,1994
Roxanna,F,1880,2022,13290,1988
Miley,F,1889,2022,13286,2008
Adrianne,F,1919,2022,13273,1983
Jolie,F,1947,2022,13261,2008
Karlee,F,1956,2022,13257,2008
Zuri,F,1971,2022,13253,2022
Giovanna,F,1904,2022,13249,2005
Yasmine,F,1951,2022,13242,1999
Aida,F,1881,2022,13241,2005
Winter,F,1954,2022,13212,2022
America,F,1880,2022,13195,2005
Jena,F,1900,2022,13174,1986
Kaye,F,1901,2022,13166,1947
Micah,F,1954,2022,13156,1999
Rocio,F,1952,2022,13149,1992
Maud,F,1880,2022,13147,1886
Marilynn,F,1914,2022,13146,1947
Madyson,F,1985,2022,13142,2007
Mitzi,F,1906,2022,13138,1961
Dara,F,1893,2022,13131,1981
Gussie,F,1880,1991,13084,1918
Maryellen,F,1891,2022,13081,1960
Bridgett,F,1942,2022,13078,1970
Tianna,F,1962,2022,13058,1995
Evelynn,F,1914,2022,13046,2019
Marylou,F,1898,2022,13033,1942
Beverley,F,1912,2022,13029,1938
Mckayla,F,1979,2022,13028,1998
Zella,F,1880,2022,13009,1917
Desirae,F,1955,2022,12982,1993
Catharine,F,1880,2022,12981,1915
David,F,1883,2022,12941,1983
Veda,F,1881,2022,12940,2016
Krystle,F,1969,2016,12938,1985
Maricela,F,1944,2022,12896,1977
Lakeisha,F,1967,2022,12831,1979
Adelynn,F,1990,2022,12824,2015
Gena,F,1880,2021,12815,1968
Wilda,F,1880,2022,12757,1926
Carey,F,1880,2022,12736,1975
Laney,F,1883,2022,12736,2006
Moriah,F,1968,2022,12729,1992
Tameka,F,1965,2011,12728,1977
Renata,F,1900,2022,12716,1980
Wilhelmina,F,1880,2022,12700,1916
Cari,F,1941,2022,12699,1976
Yadira,F,1949,2022,12681,2005
Chana,F,1944,2022,12679,2016
Loren,F,1909,2022,12641,1990
Carlee,F,1902,2022,12634,2009
Janiyah,F,1995,2022,12634,2009
Tamia,F,1947,2022,12597,2004
Kailee,F,1976,2022,12594,2003
Mira,F,1887,2022,12589,2019
Demi,F,1964,2022,12585,2020
Briella,F,1993,2022,12584,2018
Reina,F,1896,2022,12549,2020
Lulu,F,1880,2022,12548,1886
Arleen,F,1898,2022,12530,1939
Kacie,F,1962,2022,12472,1998
Keely,F,1957,2022,12468,1997
Trista,F,1960,2021,12451,1984
Charles,F,1880,2022,12449,1927
Emelia,F,1880,2022,12435,2019
Alia,F,1915,2022,12430,2019
Francisca,F,1882,2022,12405,1928
Kenna,F,1924,2022,12400,2016
Georgie,F,1880,2022,12363,1925
Ivory,F,1886,2022,12355,2022
Anissa,F,1966,2022,12310,1971
Lakisha,F,1967,2016,12308,1977
Iliana,F,1955,2022,12296,2007
Damaris,F,1916,2022,12290,2006
Yaretzi,F,1998,2022,12281,2012
Jesse,F,1880,2022,12267,1981
Ashanti,F,1970,2022,12258,2002
Diann,F,1924,2014,12252,1947
Rayna,F,1932,2022,12252,2019
Jayleen,F,1954,2022,12197,2011
Cordelia,F,1880,2022,12189,2015
Annemarie,F,1912,2022,12186,1968
Caryn,F,1939,2019,12181,1965
Sharlene,F,1917,2022,12152,1956
Justina,F,1882,2022,12124,1990
Rosalee,F,1880,2022,12103,2020
Lawanda,F,1917,2021,12093,1977
Iona,F,1880,2022,12065,1918
Amani,F,1969,2022,12064,2008
Averie,F,1985,2022,12041,2014
Kristal,F,1951,2022,12040,1982
Vada,F,1880,2022,12017,2020
Abbigail,F,1959,2022,12016,2009
Lizette,F,1889,2022,12009,1999
Coleen,F,1912,2018,11993,1959
Alecia,F,1917,2022,11991,1987
Zariah,F,1992,2022,11989,2018
Janel,F,1933,2022,11981,1971
Shea,F,1950,2022,11916,2005
Leta,F,1880,2022,11910,1918
Cori,F,1947,2022,11875,1977
Patience,F,1880,2022,11871,2006
Mckinley,F,1978,2022,11854,2014
Kaylyn,F,1949,2022,11843,2007
Brinley,F,1987,2022,11841,2017
Annamarie,F,1906,2022,11826,1996
Maudie,F,1880,2022,11823,1918
Twila,F,1890,2022,11810,1960
Kaylynn,F,1947,2022,11798,2009
Winona,F,1880,2022,11792,1924
Clementine,F,1880,2022,11786,2021
Hana,F,1912,2022,11781,2005
Shaina,F,1968,2022,11772,1988
Kallie,F,1923,2022,11765,2014
Vida,F,1880,2022,11764,2022
Jadyn,F,1981,2022,11754,2005
Brittani,F,1971,2022,11745,1990
Roxana,F,1882,2022,11733,1991
Astrid,F,1892,2022,11723,2022
Valencia,F,1919,2022,11712,1970
Leora,F,1880,2022,11675,1921
Shiloh,F,1969,2022,11662,2022
Kitty,F,1880,2020,11645,1947
Angelita,F,1883,2022,11636,1975
Nylah,F,1992,2022,11631,2019
Ashly,F,1966,2022,11622,1987
Raina,F,1946,2022,11612,2011
Farrah,F,1968,2022,11604,1977
Selah,F,1962,2022,11566,2022
Theodora,F,1880,2022,11552,2022
Christen,F,1910,2022,11490,1982
Cherry,F,1880,2022,11486,1947
Millicent,F,1880,2022,11476,1927
Maryam,F,1946,2022,11426,2022
Maranda,F,1886,2021,11420,1994
Ayana,F,1970,2022,11414,2006
